"GroupId","PersonalId","HomePlanet","CryoSleep","Deck","Num","Side","Destination","Age","VIP","RoomService","FoodCourt","ShoppingMall","Spa","VRDeck","FirstName","LastName","Transported","Expenditure","DeckNum","IsSoloTraveler","people_in_group","IsSoloChild","TransportedChildWithGroup","child"
61,1,"1",FALSE,"F",12,"1","TRAPPIST-1e",22,FALSE,45.0000000776153,1096.00000013222,148.000000085952,1377.00000007882,1.00000007490717,"Shanya","Salez",0,7.88870952435056,"6","1",1,"0","0","0"
62,1,"1",FALSE,"F",13,"1","TRAPPIST-1e",62,FALSE,1.35630843240308e-07,592.000000072573,2.30847727942846e-08,17.0000000855297,25.0000001003414,"Sterry","Greeves",0,6.45204895509521,"6","1",1,"0","0","0"
64,2,"0",TRUE,"E",3,"1","TRAPPIST-1e",33,FALSE,3.11057341728465e-09,1.06637876487154e-08,506.626170840321,1.45645007807582e-07,1.35080954399391e-08,"Colatz","Keen",1,6.22777339634624,"5","1",1,"0","0","0"
66,1,"1",FALSE,"G",6,"0","TRAPPIST-1e",62,FALSE,1.00000008683943,153.000000083685,197.000000078868,1.35351194237431e-07,460.000000130597,"Diandy","Pecketton",0,6.69826805475085,"7","1",1,"0","0","0"
67,1,"1",TRUE,"G",10,"1","PSO J318.5-22",0,FALSE,3.36478181486535e-09,3.68408712720308e-08,1.6412271647327e-07,4.4231992789737e-08,6.27465742263738e-08,"Ninaha","Leeves",1,-14.9824864771378,"7","0",3,"0","1","0"
67,2,"1",FALSE,"G",10,"1","TRAPPIST-1e",18,FALSE,1.00000012222593,258.000000045422,446.000000141767,7.83934831569911e-09,1.00001078967651e-07,"Celine","Leeves",1,6.55819780340412,"7","0",3,"0","1","0"
67,3,"1",FALSE,"F",15,"1","55 Cancri e",21,FALSE,1946.00000004717,37.0000001014963,1.95837066815059e-08,6.15522791355031e-08,24.000000182766,"Velyne","Leeves",0,7.6043963490019,"6","0",3,"0","1","0"
68,1,"1",FALSE,"E",4,"1","TRAPPIST-1e",31.8448574222167,FALSE,793.000000012308,1.09037788839847e-08,2.00000008180061,253.000000029344,1.69991117464235e-07,"Cinst","Binie",0,6.9546388651714,"5","1",1,"0","0","0"
69,1,"1",FALSE,"F",16,"1","TRAPPIST-1e",42,FALSE,887.000000149005,1.31790781881576e-07,9.00000000547174,6.00000009277,5.30321225881751e-08,"NONE","NONE",1,6.80461452054164,"6","1",1,"0","0","0"
70,1,"1",FALSE,"F",13,"0","TRAPPIST-1e",19,FALSE,190.000000047718,5.81865501794445e-08,5.00000001861259,1.00000000385738,726.000000210228,"Meremy","Brighttt",0,6.82654522392384,"6","1",1,"0","0","0"
72,1,"1",FALSE,"F",17,"1","TRAPPIST-1e",14,FALSE,4.76126231727224e-08,1.0000000370138,6.52100442206746e-08,8.63441858363379e-08,1063.00000008136,"Thell","Brantuarez",0,6.96979067020003,"6","1",1,"1","0","0"
73,1,"1",FALSE,"D",3,"0","PSO J318.5-22",37,FALSE,46.0000000992499,83.0000001298675,738.000000065377,7.21647355636604e-08,12.0000001267513,"Gorn","Make",0,6.77878489824651,"4","1",1,"0","0","0"
74,1,"0",FALSE,"C",3,"1","TRAPPIST-1e",42,FALSE,1.00000007343957,8397.00000006449,1.13304724282081e-07,1.6325602360482e-07,506.000000171787,"Aldibah","Mostedry",1,9.09425589302123,"3","1",1,"0","0","0"
76,1,"1",FALSE,"F",18,"1","TRAPPIST-1e",27,FALSE,147.000000086302,2.76696544927851e-09,1018.00000006201,4.05610302878021e-08,1.72261850867528e-07,"Conk","Dal",1,7.06047636631216,"6","1",1,"0","0","0"
77,1,"1",FALSE,"F",15,"0","TRAPPIST-1e",28,FALSE,14.0000000909977,1.51226763920014e-07,1295.00000008743,5.51567530688067e-08,1.91228586165233e-09,"Pon","Blité",1,7.17701876620534,"6","1",1,"0","0","0"
78,1,"0",FALSE,"C",4,"1","TRAPPIST-1e",38,FALSE,3.79817290831983e-08,5840.00000011404,3.45250643008145e-08,321.000000309749,9654.00000001003,"Spuri","Pokerheed",0,9.66871413577176,"3","1",1,"0","0","0"
81,1,"1",TRUE,"G",13,"1","TRAPPIST-1e",13,FALSE,1.03779185585248e-07,1.19591422732492e-07,1.42825569854997e-08,4.27729607469972e-08,1.44425143700549e-07,"Dellie","Vinozarks",0,-14.6715266827976,"7","1",1,"1","0","0"
82,1,"1",FALSE,"F",16,"0","TRAPPIST-1e",42,FALSE,7406.00000009188,1.92546581261218e-07,4.29544829694228e-08,2.91228861826201e-08,1.13937791992162e-07,"Totse","Datte",0,8.91004576153708,"6","0",3,"0","1","0"
82,2,"1",TRUE,"F",16,"0","TRAPPIST-1e",2,FALSE,1.51198076775393e-08,1.30453214057722e-07,4.6601267586283e-08,3.91548419083434e-08,9.78829313917142e-08,"Eaturs","Datte",1,-14.9265637265864,"6","0",3,"0","1","0"
82,3,"1",FALSE,"F",16,"0","TRAPPIST-1e",8,FALSE,4.07816549809784e-08,1.91256291880909e-07,7.74375534051273e-08,5.40572304506011e-08,1.40880142200255e-08,"NONE","NONE",1,-14.7893754652603,"6","0",3,"0","1","0"
86,1,"1",FALSE,"F",17,"0","TRAPPIST-1e",43,FALSE,211.000000006862,1.39765869028411e-07,3.22472158194372e-09,638.000000071646,513.000000056013,"Jodye","Kinson",0,7.21670948691321,"6","1",1,"0","0","0"
90,1,"1",TRUE,"G",15,"1","TRAPPIST-1e",35,FALSE,4.51227673508341e-09,1.16883627096897e-07,9.94503977799545e-08,1.23584243222645e-07,7.48160096441089e-08,"Heremy","Santry",1,-14.6848066545746,"7","1",1,"0","0","0"
91,1,"1",TRUE,"G",16,"1","TRAPPIST-1e",26,FALSE,1.0000001815498,2.21622027499708e-08,2.10557536768602e-08,3.26980873195143e-08,2.13299975700733e-07,"Deanne","Yorkland",1,4.7076571240262e-07,"7","0",2,"0","0","0"
91,2,"1",FALSE,"F",20,"1","TRAPPIST-1e",27,FALSE,1.0000000474163,697.000000001501,31.0000000779185,188.000000050855,1.99461178207211e-07,"Tinez","Yorkland",0,6.82110747266775,"6","0",2,"0","0","0"
92,1,"1",FALSE,"G",9,"0","TRAPPIST-1e",19,FALSE,1.44345408123639e-07,1.11346216243619e-07,670.000000070519,1.00000003494114,34.0000001030969,"Gracy","Dunnisey",0,6.55819780347078,"7","0",3,"0","1","0"
92,2,"1",TRUE,"G",9,"0","TRAPPIST-1e",0,FALSE,2.90397880733136e-08,1.00585437219683e-07,335.00000002094,2.97150463265775e-08,9.09348930448446e-09,"Stald","Hewson",1,5.81413053239036,"7","0",3,"0","1","0"
92,3,"1",TRUE,"G",9,"0","TRAPPIST-1e",3,FALSE,1.22590213594042e-07,1.48545340545474e-07,2.29054273357324e-09,4.95682151171952e-08,1.46270733197088e-07,"Tiney","Hewson",1,-14.5720980997937,"7","0",3,"0","1","0"
97,1,"0",FALSE,"A",2,"1","TRAPPIST-1e",54,FALSE,9.24776685497647e-08,1208.00000000423,2.61992077472514e-07,3.00000005730955,637.000000031999,"Alchium","Fictful",0,7.52185925244406,"1","1",1,"0","0","0"
98,1,"1",FALSE,"G",11,"0","TRAPPIST-1e",26,FALSE,1.90985111727439e-07,856.000000036567,5.00000000306979,32.0000001179091,3.94483932715815e-08,"Doria","Carezquez",0,6.79458658131097,"7","0",2,"0","0","0"
98,2,"1",FALSE,"G",11,"0","TRAPPIST-1e",26,FALSE,6.40767426530362e-09,2811.00000004163,957.00000008282,8.89122029250383e-08,87.0000000841401,"Leence","Carezquez",1,8.25712628607627,"7","0",2,"0","0","0"
99,1,"1",FALSE,"F",19,"0","PSO J318.5-22",23,FALSE,311.000000139679,427.000000086339,526.00000000998,37.0000000147478,1.17549242667933e-07,"Aliey","Leetersoney",0,7.17088847879559,"6","0",2,"0","1","0"
99,2,"1",FALSE,"G",12,"0","TRAPPIST-1e",2,FALSE,1.54868951521579e-07,3.2914959794224e-08,4.36200723740208e-08,9.53103665556973e-08,1.55807096833511e-07,"Thewis","Connelson",1,-14.5442404672505,"7","0",2,"0","1","0"
101,1,"1",TRUE,"F",346.74144224777,"1","TRAPPIST-1e",31,FALSE,1.54042226577213e-07,3.00854119549448e-08,9.18221816441561e-08,8.8845664913926e-08,7.69701982343163e-09,"Book","Trad",1,-14.8030489203664,"6","1",1,"0","0","0"
103,1,"1",FALSE,"F",24,"1","TRAPPIST-1e",24,FALSE,2.02984236815848e-07,1.4139244638734e-07,4.48029929933768e-08,2.03518084974183e-08,17.0000000500428,"Arlen","Mclainez",1,2.83321337109,"6","0",2,"0","0","0"
103,2,"1",TRUE,"G",18,"1","55 Cancri e",9,FALSE,1.98569862869615e-08,1.05597876080663e-07,1.38361290338678e-07,4.80464756345377e-08,7.51427289072567e-08,"Shaele","Mclainez",1,-14.7648273009941,"7","0",2,"0","0","0"
105,1,"1",FALSE,"F",21,"0","TRAPPIST-1e",27,FALSE,1.14154438206525e-08,1.17353257395835e-07,570.00000006019,2.00000009500318,131.000000032989,"Carry","Cleachrand",0,6.55535689226152,"6","1",1,"0","0","0"
107,1,"1",FALSE,"D",2,"1","TRAPPIST-1e",21,FALSE,1743.00000009821,5.00000005572425,17.0000001368538,8.41263855584091e-08,1.21781176402011e-07,"Coobix","Hart",0,7.47590596964881,"4","1",1,"0","0","0"
108,1,"1",TRUE,"G",19,"1","TRAPPIST-1e",23,FALSE,2.89044821958919e-08,1.78545513196762e-08,8.98386970641943e-08,1.06916659475488e-07,1.59630544388187e-07,"Natald","Handertiz",0,-14.7239697008368,"7","0",3,"0","1","0"
108,2,"1",FALSE,"G",19,"1","TRAPPIST-1e",31,FALSE,562.000000205962,1.4602877005944e-08,326.000000002741,7.17173785714431e-08,5.7252007602546e-08,"NONE","NONE",0,6.78897174338888,"7","0",3,"0","1","0"
108,3,"1",FALSE,"G",19,"1","TRAPPIST-1e",0,FALSE,3.65104322088731e-08,2.07127514537322e-07,2.99469051542563e-09,1.40271284253299e-08,3.0169083324319e-08,"Oline","Handertiz",1,-15.0505308905292,"7","0",3,"0","1","0"
110,2,"0",FALSE,"B",5,"0","TRAPPIST-1e",40,FALSE,1.2356213020683e-08,331.00000005641,5.10119615691409e-08,2.69579409416016e-07,1687.0000001409,"Aldeba","Bootious",0,7.60986220117632,"2","0",2,"0","0","0"
110,3,"0",FALSE,"B",5,"0","TRAPPIST-1e",42,FALSE,2209.00000000977,11418.0000000299,1.18132643373421e-07,1868.00000002322,445.000000156454,"Alaratz","Aloubtled",1,9.67658695236538,"2","0",2,"0","0","0"
111,1,"0",TRUE,"E",6,"1","TRAPPIST-1e",29,FALSE,2.21039940567224e-07,9.94569525064573e-08,2.51628752737397e-08,1.02036054134373e-07,1.13211303020546e-07,"Aldera","Supred",1,-14.3937104968181,"5","1",1,"0","0","0"
112,1,"0",FALSE,"B",1,"1","55 Cancri e",48,TRUE,1.4574709964265e-07,2537.00000016772,87.0000001312718,17.00000002905,13.0000000065189,"Moth","Cowtale",1,7.88382321507313,"2","1",1,"0","0","0"
113,1,"1",FALSE,"F",23,"0","TRAPPIST-1e",64,FALSE,8.23066946886618e-08,1.24429880798794e-07,804.000000117221,2.49363690582473e-08,1.66757085707353e-07,"Idary","Carvis",1,6.68959926982032,"6","1",1,"0","0","0"
114,1,"1",FALSE,"G",20,"1","TRAPPIST-1e",27,FALSE,82.000000098695,157.000000106539,429.000000012692,238.000000062833,1.00000005141393,"Maura","Beckerson",0,6.81014245048137,"7","1",1,"0","0","0"
116,1,"0",FALSE,"D",4,"0","TRAPPIST-1e",33,FALSE,1.0000000337346,2223.00000009948,7.47249258598672e-08,12.0000000264514,404.000000105925,"Alhenah","Suptive",1,7.87853419626927,"4","1",1,"0","0","0"
119,1,"0",FALSE,"A",0,"0","TRAPPIST-1e",39,FALSE,6.11212655332211e-08,2344.00000005269,3.17440897134393e-07,65.0000001746251,6898.00000002593,"Batan","Coning",0,9.1385220842536,"1","0",2,"0","0","0"
119,2,"0",TRUE,"A",0,"0","TRAPPIST-1e",13,FALSE,2.62538697457738e-08,2.99496456110289e-08,1.71446119181866e-08,1.51402018332833e-07,5.87073403638404e-09,"Kleeiak","Coning",1,-15.2824906883526,"1","0",2,"0","0","0"
120,1,"1",TRUE,"F",25,"0","TRAPPIST-1e",24,FALSE,3.84502792168071e-08,1.52230571494249e-07,1.03289546362113e-08,1.89481218758021e-07,1.87200388141621e-08,"Bees","Sacre",1,-14.7090347677519,"6","1",1,"0","0","0"
122,1,"1",FALSE,"G",21,"1","TRAPPIST-1e",29,FALSE,3.07310760298885e-08,9.05883202259642e-08,4.03423641197434e-08,699.000000073069,74.0000000460209,"Shelle","Hayder",0,6.65027904895062,"7","1",1,"0","0","0"
123,1,"1",FALSE,"F",27,"0","TRAPPIST-1e",18,FALSE,55.0000000262882,597.000000124475,49.0000000634105,1.20451570177838e-07,1.00000020090038,"Iree","Fielson",0,6.55393340478867,"6","1",1,"0","0","0"
129,1,"1",TRUE,"G",22,"1","PSO J318.5-22",22,FALSE,1.14549437957446e-07,7.79465648205645e-08,9.51117942947633e-08,8.98194881881535e-08,5.78381955236072e-08,"Race","Fowles",1,-14.6473096913613,"7","1",1,"0","0","0"
133,1,"1",TRUE,"F",29,"1","TRAPPIST-1e",19,FALSE,9.17169579416385e-08,2.46319557984712e-07,4.54129679146411e-08,4.69594940558581e-08,1.02040392571686e-08,"Flynx","Blie",1,-14.6350988588611,"6","0",2,"0","0","0"
133,2,"1",FALSE,"D",5,"1","TRAPPIST-1e",36,FALSE,2738.0000000012,3.03332295099103e-08,3.7270985162392e-09,1.33279699075491e-07,1.89522094571308e-07,"Egrasp","Blie",0,7.91498300597917,"4","0",2,"0","0","0"
134,1,"1",FALSE,"G",17,"0","TRAPPIST-1e",19,FALSE,2.4192226931164e-07,14.0000000284131,730.000000092249,1.33085336979856e-07,7.18783551269314e-08,"Camina","Harmontry",1,6.61204103559593,"7","1",1,"0","0","0"
136,1,"1",FALSE,"G",23,"1","PSO J318.5-22",47,FALSE,97.0000000060169,418.000000102477,126.00000016149,25.0000002026556,55.0000000606079,"NONE","NONE",0,6.58063913802454,"7","1",1,"0","0","0"
138,1,"1",TRUE,"G",18,"0","TRAPPIST-1e",13,FALSE,7.12780564544763e-09,1.17105487320004e-07,6.0968991327975e-08,2.3690377202251e-08,6.88642986949531e-09,"Fayene","Gambs",1,-15.3490106777637,"7","1",1,"1","0","0"
139,1,"0",TRUE,"C",6,"1","55 Cancri e",35,FALSE,1.11076501823117e-08,3.52941901568246e-09,5.40009669665019e-08,1.05223356756266e-07,1.96327126526306e-07,"Charda","Myling",1,-14.8092534490462,"3","1",1,"0","0","0"
141,1,"1",FALSE,"F",30,"0","TRAPPIST-1e",31,FALSE,8.01786218198676e-08,3.03588689250924e-08,97.0000000921864,1.70756890738774e-07,9.50528058069794e-08,"Pyrohs","Harte",0,4.57471098333363,"6","1",1,"0","0","0"
144,1,"1",FALSE,"F",31,"1","TRAPPIST-1e",20,FALSE,8.47920808316611e-08,420.000000035619,210.000000157095,3.257995009334e-08,1.28534647826222e-07,"Guadae","Dayers",1,6.4457198200818,"6","1",1,"0","0","0"
146,1,"1",FALSE,"G",25,"1","TRAPPIST-1e",56,FALSE,1.78895187539716e-07,1.16451680333617e-07,6.732755447376e-08,9.78401177718097e-08,2.34660428825966e-07,"Verly","Wolferguson",0,-14.1791022691888,"7","1",1,"0","0","1"
147,1,"1",TRUE,"G",26,"1","TRAPPIST-1e",50,FALSE,3.46180004959772e-08,1.3226601297322e-07,2.1702765402228e-07,3.22794317068007e-08,1.23042386835065e-07,"Samie","Hubbarrison",1,-14.4331171760991,"7","1",1,"0","0","0"
148,1,"1",FALSE,"F",31,"0","TRAPPIST-1e",42,FALSE,1072.00000003476,1.24235904997012e-09,10.0000000158881,1.54389646063872e-07,76.0000000349056,"Corsh","Pashe",0,7.05444965834122,"6","1",1,"0","0","0"
149,1,"1",TRUE,"G",27,"1","55 Cancri e",27.7203587236791,FALSE,2.99597396789268e-08,3.50372797308022e-08,1.62615798678937e-08,5.51383280794456e-09,4.59844889802747e-08,"Billya","Hubbarrison",1,-15.8347460420942,"7","1",1,"0","0","0"
151,1,"1",TRUE,"G",20,"0","55 Cancri e",38,FALSE,5.71636303625258e-08,5.31158556782705e-09,5.57451030327684e-08,8.07296011183913e-08,1.33304993165483e-07,"Shanie","Simson",0,-14.9173633516611,"7","1",1,"0","0","0"
152,1,"1",FALSE,"F",32,"0","TRAPPIST-1e",41,FALSE,2.08409001868973e-08,1.7490287601032e-07,9.82382273194317e-08,2.81786693217587e-08,607.000000088038,"Andan","Estron",0,6.40852879173528,"6","1",1,"0","0","0"
